Id_Pelicula;Titulo_original;Fecha_estreno;Descripcion;Cartel_path;Genero_Pelicula
262;Now You See Me 2;02/06/2016;One year after outwitting the FBI and winning the publicâ€™s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.;/A81kDB6a1K86YLlcOtZB27jriJh.jpg;Crime, Thriller, Action, Mystery
263;Home Alone;16/11/1990;Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.;/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg;Comedy, Family
264;The Matrix Reloaded;15/05/2003;Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.;/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg;Adventure, Action, Thriller, Science Fiction
265;Madagascar;25/05/2005;Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friendsâ€”Marty the zebra, Melman the giraffe and Gloria the hippoâ€”have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escapeâ€”with the help of some prodigious penguinsâ€”to explore the world.;/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg;Family, Animation, Adventure, Comedy
266;The Theory of Everything;26/11/2014;The Theory of Everything is the extraordinary story of one of the worldâ€™s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.;/wucOQrqihOtHToP7UAPKMFRJ9LL.jpg;Drama, Romance
267;Nightcrawler;23/10/2014;When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.;/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg;Crime, Drama, Thriller
268;Fast & Furious 6;21/05/2013;"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries; Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.";/thSmnRdrzPBBospIOJjLZBReqzo.jpg;Action, Thriller, Crime
269;Oblivion;10/04/2013;Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jackâ€™s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.;/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg;Action, Science Fiction, Adventure, Mystery
270;Bruce Almighty;23/05/2003;Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules Godâ€”and the Almighty responds, endowing Bruce with all of His divine powers.;/f0QqG14SZYYZcV4VWykVc5w13dz.jpg;Fantasy, Comedy
271;Gran Torino;12/12/2008;Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.;/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg;Drama
272;Furious 7;01/04/2015;Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.;/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg;Action, Thriller, Crime
273;Minions;17/06/2015;Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.;/vlOgaxUiMOA8sPDG9n3VhQabnEi.jpg;Family, Animation, Adventure, Comedy
274;Casino Royale;14/11/2006;Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bondâ€”on his maiden mission as a 00 Agentâ€”to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.;/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg;Adventure, Action, Thriller
275;The Fifth Element;02/05/1997;In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.;/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg;Adventure, Fantasy, Action, Thriller, Science Fiction
276;Slumdog Millionaire;12/11/2008;"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".";/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg;Drama, Romance
277;Monsters University;19/06/2013;A look at the relationship between Mike and Sulley during their days at Monsters University â€” when they weren't necessarily the best of friends.;/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg;Animation, Family
278;Limitless;08/03/2011;"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.";/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg;Thriller, Mystery, Science Fiction
279;Spectre;26/10/2015;A cryptic message from Bondâ€™s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.;/672kUEMtTHcaVYSVY4eiHEliHFa.jpg;Action, Adventure, Thriller
280;The Perks of Being a Wallflower;20/09/2012;Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.;/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg;Drama
281;Pan's Labyrinth;10/10/2006;Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.;/2VVhikIxoztAXEDQZLOdtBsu6vf.jpg;Fantasy, Drama, War
282;Jumanji;15/12/1995;When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.;/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg;Adventure, Fantasy, Family
283;Avatar: The Way of Water;14/12/2022;Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.;/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg;Science Fiction, Adventure, Action
284;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;07/12/2005;Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.;/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg;Adventure, Family, Fantasy
285;X-Men Origins: Wolverine;28/04/2009;After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.;/yj8LbTju1p7CUJg7US2unSBk33s.jpg;Adventure, Action, Thriller, Science Fiction
286;American Psycho;13/04/2000;A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.;/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg;Thriller, Drama, Crime
287;The Hangover Part II;25/05/2011;The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.;/jrP9zmdSUpOzzUXpEqPqg3dryUr.jpg;Comedy
288;Sherlock Holmes: A Game of Shadows;22/11/2011;There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmesâ€™ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.;/y1MYZkwhZK6L0Jy4YMuPktzDOfn.jpg;Adventure, Action, Crime, Mystery
289;The Fate of the Furious;12/04/2017;When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.;/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg;Action, Crime, Thriller
290;John Wick: Chapter 3 - Parabellum;15/05/2019;Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassinâ€™s guild, the High Table, John Wick is excommunicado, but the worldâ€™s most ruthless hit men and women await his every turn.;/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg;Action, Thriller, Crime
291;Kong: Skull Island;08/03/2017;Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.;/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg;Action, Adventure, Fantasy
292;Back to the Future Part III;25/05/1990;The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.;/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg;Adventure, Comedy, Science Fiction
293;Men in Black 3;23/05/2012;Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.;/90DdoEStzeObs96fsYf4GG544iN.jpg;Action, Comedy, Science Fiction
